Date,DOY_Z,DOY2_Z,Biweek,Station,Plate,GCM_LOG,Temp_Z,Aspect_COS,Elev_Z,Site,Male
2018-06-08,-2.0135797005186515,-1.86847361484684,1,CG1,1,9.35560087214564,-0.5695403406398192,-0.854605338212652,-1.2587056210011889,CG,1
2018-06-08,-2.0135797005186515,-1.86847361484684,1,CG2,1,9.271354873544334,-0.5695403406398192,0.9996221939997932,-1.178293565092316,CG,1
2018-06-08,-2.0135797005186515,-1.86847361484684,1,CG3,1,9.29867790015515,-0.5695403406398192,-0.3643704556407777,-1.1437464805034088,CG,1
2018-06-13,-1.8175452352127093,-1.7146717109662335,1,WK3,1,9.25086260413219,-0.5695403406398192,0.9742697000878868,0.6059623555645186,WK,1
2018-06-13,-1.8175452352127093,-1.7146717109662335,1,WK4,1,9.512708274540095,-0.5695403406398192,0.5072255875908791,0.6552541053308254,WK,1
2018-06-13,-1.8175452352127093,-1.7146717109662335,1,WK5,1,8.961693906956933,1.620999431051798,-0.2841243763660397,0.739717407137709,WK,0
2018-06-13,-1.8175452352127093,-1.7146717109662335,1,WK6,1,8.458494835956953,-0.5695403406398192,0.2511066445533912,0.8071166079845651,WK,1
2018-06-13,-1.8175452352127093,-1.7146717109662335,1,WK7,1,7.643357879136952,-0.5695403406398192,-0.2507729708011782,0.9114405071307498,WK,0
2018-06-13,-1.8175452352127093,-1.7146717109662335,1,WK8,1,9.464892977807548,-1.4457562493164662,-0.8864725168109463,0.829335421096049,WK,1
2018-06-13,-1.8175452352127093,-1.7146717109662335,1,WK10,1,9.33510860225656,1.620999431051798,0.4329657395701444,0.5162609431812752,WK,1
2018-06-21,-1.5038900907232016,-1.4586843935476148,2,WK12,1,8.123787761487499,-0.5695403406398192,-0.8812012798510741,0.6281016546048294,WK,0
2018-06-21,-1.5038900907232016,-1.4586843935476148,2,WK13,1,8.934370880530631,-0.5695403406398192,0.9316938918248971,0.4622469472552086,WK,1
2018-06-25,-1.3470625184784475,-1.3261195327415445,2,LL1,1,9.23037033421413,-0.5695403406398192,0.6671062447802276,-1.637676324948371,LL,0
2018-06-25,-1.3470625184784475,-1.3261195327415445,2,LL2,1,8.991293852353978,-0.5695403406398192,0.9330314994561576,-1.5606464449374162,LL,0
2018-06-25,-1.3470625184784475,-1.3261195327415445,2,LL3,1,8.938924718269112,1.620999431051798,0.5398971306601619,-1.773180646370056,LL,0
2018-06-25,-1.3470625184784475,-1.3261195327415445,2,WK6,1,8.916155529470181,-0.5695403406398192,0.2511066445533912,0.8071166079845651,WK,1
2018-06-25,-1.3470625184784475,-1.3261195327415445,2,WK11,1,9.178001199908218,-0.5695403406398192,0.882795818253412,0.7004984935528518,WK,0
2018-06-13,-1.8175452352127093,-1.7146717109662335,1,CG4,1,9.123355146935497,-0.5695403406398192,-0.959926013699462,-0.7558723453200143,CG,0
2018-06-29,-1.190234946233694,-1.1905072038709663,2,CG1,1,8.039541763366705,-0.5695403406398192,-0.854605338212652,-1.2587056210011889,CG,1
2018-06-29,-1.190234946233694,-1.1905072038709663,2,CG3,1,9.043662986425725,-0.5695403406398192,-0.3643704556407777,-1.1437464805034088,CG,1
2018-07-11,-0.7197522294994322,-0.765385408872189,3,WK1,1,7.846003659131717,1.620999431051798,-0.996133760758564,0.8005927286639077,WK,1
2018-07-11,-0.7197522294994322,-0.765385408872189,3,WK2,1,7.884711279752506,1.620999431051798,-0.6077555201651479,0.8581110868458173,WK,0
2018-07-11,-0.7197522294994322,-0.765385408872189,3,WK3,1,8.879724827542619,-0.5695403406398192,0.9742697000878868,0.6059623555645186,WK,1
2018-07-11,-0.7197522294994322,-0.765385408872189,3,WK5,2,8.92197059964637,1.620999431051798,-0.2841243763660397,0.739717407137709,WK,0
2018-07-11,-0.7197522294994322,-0.765385408872189,3,WK6,2,8.394765462829398,-0.5695403406398192,0.2511066445533912,0.8071166079845651,WK,1
2018-07-11,-0.7197522294994322,-0.765385408872189,3,WK8,2,8.932591948654272,-1.4457562493164662,-0.8864725168109463,0.829335421096049,WK,1
2018-07-11,-0.7197522294994322,-0.765385408872189,3,WK9,2,9.354549173271694,0.7447835223751511,-0.6772721777851066,0.7934831698245984,WK,1
2018-07-11,-0.7197522294994322,-0.765385408872189,3,WK11,2,8.163026941215147,-0.5695403406398192,0.882795818253412,0.7004984935528518,WK,0
2018-07-11,-0.7197522294994322,-0.765385408872189,3,WK12,3,8.371081142181652,-0.5695403406398192,-0.8812012798510741,0.6281016546048294,WK,0
2018-07-11,-0.7197522294994322,-0.765385408872189,3,WK13,2,8.877554049639102,-0.5695403406398192,0.9316938918248971,0.4622469472552086,WK,1
2018-07-20,-0.3668901919487359,-0.4285449543671091,3,WK1,2,8.844724425852114,1.620999431051798,-0.996133760758564,0.8005927286639077,WK,1
2018-07-20,-0.3668901919487359,-0.4285449543671091,3,WK2,2,8.211305799756214,1.620999431051798,-0.6077555201651479,0.8581110868458173,WK,0
2018-07-20,-0.3668901919487359,-0.4285449543671091,3,WK5,2,9.268612804622247,1.620999431051798,-0.2841243763660397,0.739717407137709,WK,0
2018-07-20,-0.3668901919487359,-0.4285449543671091,3,WK6,2,9.078394101809565,-0.5695403406398192,0.2511066445533912,0.8071166079845651,WK,1
2018-07-20,-0.3668901919487359,-0.4285449543671091,3,WK7,2,8.208409068311306,-0.5695403406398192,-0.2507729708011782,0.9114405071307498,WK,0
2018-07-20,-0.3668901919487359,-0.4285449543671091,3,WK8,3,8.605264146604569,-1.4457562493164662,-0.8864725168109463,0.829335421096049,WK,1
2018-07-20,-0.3668901919487359,-0.4285449543671091,3,WK9,2,9.129569692028449,0.7447835223751511,-0.6772721777851066,0.7934831698245984,WK,1
2018-07-20,-0.3668901919487359,-0.4285449543671091,3,WK10,2,8.547326656274576,1.620999431051798,0.4329657395701444,0.5162609431812752,WK,1
2018-07-20,-0.3668901919487359,-0.4285449543671091,3,WK11,2,8.115713659736125,-0.5695403406398192,0.882795818253412,0.7004984935528518,WK,0
2018-07-20,-0.3668901919487359,-0.4285449543671091,3,WK13,2,8.845690003001954,-0.5695403406398192,0.9316938918248971,0.4622469472552086,WK,1
2018-07-20,-0.3668901919487359,-0.4285449543671091,3,CG1,2,8.124403854198878,-0.5695403406398192,-0.854605338212652,-1.2587056210011889,CG,1
2018-07-20,-0.3668901919487359,-0.4285449543671091,3,CG2,2,7.7796928031015,-0.5695403406398192,0.9996221939997932,-1.178293565092316,CG,1
